Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves_planned_objective,alternative term,antisymmetric property,bearer_of,BFO CLIF specification label,BFO OWL specification label,capable_of,Contributor,Coverage,Creator,curator note,Date,definition,definition source,denotes,Description,editor note,editor preferred term,editor preferred term,elucidation,example of usage,expand assertion to,expand expression to,first order logic expression,Format,has associated axiom(fol),has associated axiom(nl),has axiom label,has coordinate unit label,has curation status,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has measurement datum,has measurement unit label,has measurement value,has obsolescence reason,has time stamp,has x coordinate value,has y coordinate value,has z coordinate value,has_disposition,has_function,has_material_basis_in,has_output,has_part,has_quality,has_role,has_specified_input,has_specified_output,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/OBI_0000283,http://purl.obolibrary.org/obo/OBI_0000294,http://purl.obolibrary.org/obo/OBI_0000297,http://purl.obolibrary.org/obo/RO_0000053,http://purl.obolibrary.org/obo/RO_0000056,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/RO_0000058,http://purl.obolibrary.org/obo/RO_0000059,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://purl.org/obo/owl/OBO_REL#quality_of,http://www.geneontology.org/formats/oboInOwl#consider,http://www.geneontology.org/formats/oboInOwl#expandAssertionTo,http://www.geneontology.org/formats/oboInOwl#expandExpressionTo,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#hasDate,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasDefaultNamespace,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonymType,http://www.geneontology.org/formats/oboInOwl#hasURI,http://www.geneontology.org/formats/oboInOwl#hasVersion,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.geneontology.org/formats/oboInOwl#isCyclic,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#savedBy,http://www.obofoundry.org/ro/ro.owl#contained_in,http://www.obofoundry.org/ro/ro.owl#contains,http://www.obofoundry.org/ro/ro.owl#derived_into,http://www.obofoundry.org/ro/ro.owl#derives_from,http://www.obofoundry.org/ro/ro.owl#has_participant,http://www.obofoundry.org/ro/ro.owl#located_in,http://www.obofoundry.org/ro/ro.owl#location_of,http://www.obofoundry.org/ro/ro.owl#part_of,http://www.obofoundry.org/ro/ro.owl#participates_in,http://www.obofoundry.org/ro/ro.owl#preceded_by,http://www.obofoundry.org/ro/ro.owl#precedes,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#versionInfo,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,imported from,in branch,inheres_in,is about,is allocated id range,is denotator type,is duration of,is quality measured as,is quality measurement of,is quality specification of,is_specified_input_of,is_specified_output_of,Language,mentions,negatively_regulates,objective_achieved_by,OBO foundry unique label,ontology term requester,positively_regulates,Publisher,quality is specified as,realized_by,realizes,realizes,realizes,regulates,Relation,Resource Identifier,Resource Type,results_in,results_in_formation_of,retired from use as of,Rights Management,Source,Subject and Keywords,term editor,term replaced by,term tracker item,Title,towards,unfolds_in
http://purl.org/obo/owl/GO#GO_0006955,immune response,,Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.,false,,,http://purl.org/obo/owl/GO#GO_0008150,,,,,,,,,,,,,Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.,,,,,immune response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immune response,,,,,http://purl.org/obo/owl/GO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000630,hospital-acquired infection,,An infection resulting from a transmission process that unfolds in a hospital.|DL needs 'hospital' (OGMS?),false,,,http://purl.obolibrary.org/obo/IDO_0000586,,nosocomial infection,,,,,,,,,,,An infection resulting from a transmission process that unfolds in a hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL needs 'hospital' (OGMS?),,hospital-acquired infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_8457,Sauropsida,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_32524,,,,,,,,,,,,,,,,,,Sauropsida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sauropsida,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000506,bacteremia,,An infection that has as part bacteria located in the blood.|DL needs FMA term.,false,,,http://purl.obolibrary.org/obo/IDO_0000586|http://purl.obolibrary.org/obo/IDO_0000472,,,,,,,,,,,,,An infection that has as part bacteria located in the blood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL needs FMA term.,,bacteremia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000553,infectious agent portal of entry,,An anatomical entity bearing an infectious agent portal of entry role.,false,,,http://purl.org/obo/owl/CARO#CARO_0000000,,,,,,,,,,,,,An anatomical entity bearing an infectious agent portal of entry role.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infectious agent portal of entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000564,viricide,,A material entity with an antiviral disposition that is realized in a process of killing viruses.|DL needs 'process of killing viruses',false,,,http://purl.obolibrary.org/obo/IDO_0000559|http://www.ifomis.org/bfo/1.1/snap#MaterialEntity,,,,,,,,,,,,,A material entity with an antiviral disposition that is realized in a process of killing viruses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL needs 'process of killing viruses',,viricide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/FLU_0000928,bird wing length flat,,The measured length of the bird wing as the wing is held flat.,false,,,http://purl.obolibrary.org/obo/IAO_0000408,,,,,,,,,,,,,The measured length of the bird wing as the wing is held flat.,GROUP: FLU,,,"MC, 20101118: moved from winged organism anatomy to length measurement datum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bird wing length flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000904,runny nose,,Excessive mucous secretion from the nose.,false,,,http://purl.obolibrary.org/obo/OGMS_0000020,,,,,,,,,,,,,Excessive mucous secretion from the nose.,URL:http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=Rhinorrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000904,,,,,,,,,,,,,,,,,,,,,,SYMP:0000372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,runny nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/ENVO#ENVO_00002036,habitat,,A spatial region having environmental qualities which may sustain an organism or a community of organisms.,false,,,http://www.ifomis.org/bfo/1.1/snap#Site,,,,,,,,,,,,,A spatial region having environmental qualities which may sustain an organism or a community of organisms.,,,,,habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,habitat,,,,,http://purl.org/obo/owl/ENVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000323,author contributions section,,A part of a publication that is about the specific contributions of each author,false,,,http://purl.obolibrary.org/obo/IAO_0000314,,,,,,,,,,,,,A part of a publication that is about the specific contributions of each author,,,,,author contributions section,,,"LH conceived of the hypothesis, designed the study and contributed to the writing of the manuscript.  KBC executed the experiments, analyzed the data, and contributed to the writing of the manuscript.",,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,IAO:0000323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author contributions section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Lawrence Hunter,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_11520,Influenza B virus,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_197912|http://purl.obolibrary.org/obo/OBI_0100026,,,,,,,,,,,,,,,,,,Influenza B virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_11520|NCBITaxon:NCBITaxon_11520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Influenza B virus,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000098,hospitalization,,TODO,false,,,http://purl.obolibrary.org/obo/OGMS_0000097,,,,,,,,,,,,,TODO,,,,,hospitalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospitalization,,,,,http://purl.obolibrary.org/obo/ogms.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/CL#CL_0000738,leukocyte,,"An achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.",false,,,http://purl.org/obo/owl/CL#CL_0000000,,,,,,,,,,,,,"An achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.",,,,,leukocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leukocyte,,,,,http://purl.org/obo/owl/CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000813,GenBank template_id,,,false,,,http://purl.obolibrary.org/obo/FLU_0001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GenBank template_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000824,sample quantity,,"The sample amount as measured in grams, milliliters or other standard unit of measurement.",false,,,http://purl.obolibrary.org/obo/IAO_0000032,,,,,,,,,,,,,"The sample amount as measured in grams, milliliters or other standard unit of measurement.",GROUP: FLU,,,"MC, 20101118: moved from specimen quality to scalar measurement datum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000824,,,,,,,,,,,,,,,,,,,,,,PATO:0001226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sample quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000800,yearling,,A bird that was observed the summer following its year of hatch.,false,,,http://purl.obolibrary.org/obo/FLU_0000987,,,,,,,,,,,,,A bird that was observed the summer following its year of hatch.,Flu:ls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yearling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_2759,Eukaryota,,,false,,,http://purl.obolibrary.org/obo/OBI_0100026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_2759|NCBITaxon:NCBITaxon_2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eukaryota,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_7776,Gnathostomata,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_7742,,,,,,,,,,,,,,,,,,Gnathostomata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gnathostomata,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000552,endotoxin,,A molecular entity with a toxin disposition and that is a structural component of a pathogen and is released from the pathogen only upon cytolysis.|IDO Error endotoxin role => endotoxin disposition,false,,,http://purl.obolibrary.org/obo/IDO_0000549,,,,,,,,,,,,,A molecular entity with a toxin disposition and that is a structural component of a pathogen and is released from the pathogen only upon cytolysis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IDO_0000426,,,,,,,,,,IDO:0000552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO Error endotoxin role => endotoxin disposition,,endotoxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000563,microbicide,,A material entity with an antimicrobial disposition that is realized in a process of killing microorganisms.|DL needs 'process of killing microorganisms',false,,,http://purl.obolibrary.org/obo/IDO_0000558|http://www.ifomis.org/bfo/1.1/snap#MaterialEntity,,microbicidal [entity],,,,,,,,,,,A material entity with an antimicrobial disposition that is realized in a process of killing microorganisms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL needs 'process of killing microorganisms',,microbicide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.org/obo/owl/GO#GO_0030529,ribonucleoprotein complex,,A macromolecular complex containing both protein and RNA molecules.,false,,,http://purl.org/obo/owl/CHEBI#CHEBI_23367,,,,,,,,,,,,,A macromolecular complex containing both protein and RNA molecules.,,,,,ribonucleoprotein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:GO_0030529|go:GO_0030529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ribonucleoprotein complex,,,,,http://purl.org/obo/owl/GO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ifomis.org/bfo/1.1/snap#GenericallyDependentContinuant,generically_dependent_continuant,,Examples: a certain PDF file that exists in different and in several hard drives|Definition: A continuant [snap:Continuant] that is dependent on one or other independent continuant [snap:IndependentContinuant] bearers. For every instance of A requires some instance of (an independent continuant [snap:IndependentContinuant] type) B but which instance of B serves can change from time to time.,false,,,http://www.ifomis.org/bfo/1.1/snap#DependentContinuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snap:GenericallyDependentContinuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Examples: a certain PDF file that exists in different and in several hard drives|Definition: A continuant [snap:Continuant] that is dependent on one or other independent continuant [snap:IndependentContinuant] bearers. For every instance of A requires some instance of (an independent continuant [snap:IndependentContinuant] type) B but which instance of B serves can change from time to time.,,generically_dependent_continuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000985,collection quantity,,A collection quantity is a generically dependant continuant that specifies the quantity of material collected.,false,,,http://purl.obolibrary.org/obo/IAO_0000032,,,,,,,,,,,,,A collection quantity is a generically dependant continuant that specifies the quantity of material collected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,collection quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000401,mutualist role,,"A symbiont role borne by an organism in virtue of the fact that both symbionts derive a growth, survival, or fitness advantage from symbiosis.|The role is realized in processes that result in the growth, survival, or fitness advantage of either organism.",false,,,http://purl.obolibrary.org/obo/IDO_0000400,,,,,,,,,,,,,"A symbiont role borne by an organism in virtue of the fact that both symbionts derive a growth, survival, or fitness advantage from symbiosis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The role is realized in processes that result in the growth, survival, or fitness advantage of either organism.",,mutualist role,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/FLU_0000812,virus passage,,"A virus passage is a transforming material transformation that involves the incubation of a pathogen (as a virus) in a tissue culture, a developing egg, or a living organism to increase the amount of pathogen or to alter its characteristics ",false,,,http://purl.obolibrary.org/obo/OBI_0000094,,,,,,,,,,,,,"A virus passage is a transforming material transformation that involves the incubation of a pathogen (as a virus) in a tissue culture, a developing egg, or a living organism to increase the amount of pathogen or to alter its characteristics ",WEB:http://www.merriam-webster.com/medical/passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_10239,,,FLU:0000812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,virus passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/UBERON#UBERON_0001013,adipose tissue,,"Dense irregular connective tissue, which predominantly consists of adipocytes. Fat is stored in adipose tissue.",false,,,http://www.ifomis.org/bfo/1.1/snap#MaterialEntity,,,,,,,,,,,,,"Dense irregular connective tissue, which predominantly consists of adipocytes. Fat is stored in adipose tissue.",,,,,adipose tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adipose tissue,,,,,http://purl.org/obo/owl/UBERON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000402,two dimensional cartesian spatial coordinate datum,,A cartesion spatial coordinate datum that  uses two values to specify a position within a two dimensional spatial region,false,,,http://purl.obolibrary.org/obo/IAO_0000400,,,,,,,,,,,,,A cartesion spatial coordinate datum that  uses two values to specify a position within a two dimensional spatial region,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,IAO:0000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two dimensional cartesian spatial coordinate datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Ruttenberg,,,,,
http://purl.obolibrary.org/obo/IDO_0000617,immunodeficiency,,A disorder of an immune system component that results in defective functioning of the immune system.|DL needs immune system component (FMA?) and defective functioning (OGMS?),false,,,http://purl.obolibrary.org/obo/OGMS_0000045,,,,,,,,,,,,,A disorder of an immune system component that results in defective functioning of the immune system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL needs immune system component (FMA?) and defective functioning (OGMS?),,immunodeficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://www.ifomis.org/bfo/1.1/snap#DependentContinuant,dependent_continuant,,Definition: A continuant [snap:Continuant] that is either dependent on one or other independent continuant [snap:IndependentContinuant] bearers or inheres in or is borne by other entities.,false,,,http://www.ifomis.org/bfo/1.1/snap#Continuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snap:DependentContinuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definition: A continuant [snap:Continuant] that is either dependent on one or other independent continuant [snap:IndependentContinuant] bearers or inheres in or is borne by other entities.,,dependent_continuant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000020,symptom,,"A quality of a patient that is observed by the patient and is hypothesized by the patient to be a realization of a disease.|A quality of a patient that is observed by the patient or a processual entity experienced by the patient, either of which is hypothesized by the patient to be a realization of a disease.",false,,,http://www.ifomis.org/bfo/1.1/snap#Quality|http://www.ifomis.org/bfo/1.1#Entity,,,,,,,,,,,,,"A quality of a patient that is observed by the patient and is hypothesized by the patient to be a realization of a disease.|A quality of a patient that is observed by the patient or a processual entity experienced by the patient, either of which is hypothesized by the patient to be a realization of a disease.",,,,,symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symptom,,,,,http://purl.obolibrary.org/obo/ogms.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000793,fatigue,,"Weariness or exhaustion from labor, exertion, or stress.",false,,,http://purl.obolibrary.org/obo/OGMS_0000020,,,,,,,,,,,,,"Weariness or exhaustion from labor, exertion, or stress.",URL:http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000793,,,,,,,,,,,,,,,,,,,,,,MP:0002899 'Mammalian phenotype'|SYMP:0019177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000597,host exposure to environment containing infectious agent,,"A process in which a potential host of an infectious agent is exposed to an environment in which the infectious agent is present and physical contact between the two can occur, but such contact is not planned.",false,,,http://purl.obolibrary.org/obo/IDO_0000658,,,,,,,,,,,,,"A process in which a potential host of an infectious agent is exposed to an environment in which the infectious agent is present and physical contact between the two can occur, but such contact is not planned.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,host exposure to environment containing infectious agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjoern Peters,,,,,
http://purl.obolibrary.org/obo/IDO_0000539,infectious agent carrier,,An organism bearing the infectious agent carrier role.,false,,,http://purl.obolibrary.org/obo/IDO_0000537|http://purl.obolibrary.org/obo/OBI_0100026,,,,,,,,,,,,,An organism bearing the infectious agent carrier role.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infectious agent carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000586,infection,,"A part of an extended organism that itself has as part a population of one or more infectious agents and that is (1) clinically abnormal in virtue of the presence of this infectious agent population, or (2) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent popuation.|The organism corresponding to the extended organism is host to the infectious agents.  By this definition, parts of the host can be considered part of the infection.",false,,,http://www.ifomis.org/bfo/1.1/snap#MaterialEntity,,,,,,,,,,,,,"A part of an extended organism that itself has as part a population of one or more infectious agents and that is (1) clinically abnormal in virtue of the presence of this infectious agent population, or (2) has a disposition to bring clinical abnormality to immunocompetent organisms of the same Species as the host (the organism corresponding to the extended organism) through transmission of a member or offspring of a member of the infectious agent popuation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The organism corresponding to the extended organism is host to the infectious agents.  By this definition, parts of the host can be considered part of the infection.",,infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000573,symptomatic host of infectious agent,,An organism who is host to an infectious agent and has symptoms of the infectious disease associated with the infectious agent,false,,,http://purl.obolibrary.org/obo/IDO_0000537,,,,,,,,,,,,,An organism who is host to an infectious agent and has symptoms of the infectious disease associated with the infectious agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IDO_0000414,,,,IDO:0000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symptomatic host of infectious agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
